Tempo_s,Tensao_V,Velocidade_rpm
0,0,0
0.0100200400801603,0.673346693386774,10.330200490384
0.0200400801603206,1.34669338677355,20.7026404329298
0.030060120240481,2.02004008016032,30.5229598162449
0.0400801603206413,2.69338677354709,40.6020772786012
0.0501002004008016,3.36673346693387,51.1196546284281
0.0601202404809619,4.04008016032064,61.782228859435
0.0701402805611222,4.71342685370742,72.0926988256569
0.0801603206412826,5.38677354709419,82.5507583662772
0.0901803607214429,6.06012024048096,92.6896429795779
0.100200400801603,6.73346693386774,100.564433712062
0.110220440881764,7.40681362725451,113.698094644471
0.120240480961924,8.08016032064128,120.719895345065
0.130260521042084,8.75350701402806,130.825485556694
0.140280561122244,9.42685370741483,143.813002689713
0.150300601202405,10.1002004008016,153.290524681435
0.160320641282565,10.7735470941884,163.44215235874
0.170340681362725,11.4468937875752,173.540942525169
0.180360721442886,12.1202404809619,181.342827039452
0.190380761523046,12.7935871743487,192.373777316582
0.200400801603206,13.4669338677355,201.806635497372
0.210420841683367,14.1402805611222,217.509316295611
0.220440881763527,14.813627254509,221.673867120973
0.230460921843687,15.4869739478958,231.676048356967
0.240480961923848,16.1603206412826,246.170022311722
0.250501002004008,16.8336673346693,253.996272679579
0.260521042084168,17.5070140280561,262.439973615834
0.270541082164329,18.1803607214429,276.739189385906
0.280561122244489,18.8537074148297,287.926419813071
0.290581162324649,19.5270541082164,298.731501107418
0.30060120240481,20.2004008016032,304.106232425477
0.31062124248497,20.87374749499,315.809014275611
0.32064128256513,21.5470941883768,325.681126075566
0.330661322645291,22.2204408817635,337.943794153546
0.340681362725451,22.8937875751503,349.870648332663
0.350701402805611,23.5671342685371,361.994128333349
0.360721442885772,24.2404809619238,363.410962305366
0.370741482965932,24.9138276553106,374.913608543725
0.380761523046092,25.5871743486974,386.472925757633
0.390781563126253,26.2605210420842,403.993222340079
0.400801603206413,26.9338677354709,406.355984066671
0.410821643286573,27.6072144288577,423.528315129558
0.420841683366733,28.2805611222445,425.343000108298
0.430861723446894,28.9539078156313,435.24003410497
0.440881763527054,29.627254509018,455.7513937523
0.450901803607214,30.3006012024048,465.558564149245
0.460921843687375,30.9739478957916,471.496810904065
0.470941883767535,31.6472945891784,479.816879982371
0.480961923847695,32.3206412825651,487.879519272089
0.490981963927856,32.9939879759519,504.20080758565
0.501002004008016,33.6673346693387,514.734236323016
0.511022044088176,34.3406813627254,513.230659706137
0.521042084168337,35.0140280561122,523.668585276928
0.531062124248497,35.687374749499,538.137128700596
0.541082164328657,36.3607214428858,556.166373443944
0.551102204408818,37.0340681362725,563.611665484347
0.561122244488978,37.7074148296593,579.905257948937
0.571142284569138,38.3807615230461,575.868221714898
0.581162324649299,39.0541082164329,594.113392474485
0.591182364729459,39.7274549098196,598.792689499435
